7504 7213
512 2926 1
42 2735 1
440 130 0.333333
1782 615 1
885 191 0.333333
1277 1222 0.5
53 1361 1
687 390 0.1
291 3133 0.333333
2564 3613 1
152 332 1
1193 3330 1
486 3770 0.5
1901 921 0.2
2228 1807 0.5
2913 3084 1
1703 2299 0.2
291 2148 1
3512 2439 0.333333
3263 372 1
1973 525 0.5
3609 880 1
3349 1366 0.5
2381 2430 1
1191 865 1
191 2940 0.2
3369 851 0.5
3277 304 1
3575 2979 1
2375 1611 1
995 3584 0.2
2902 2562 0.5
3509 1280 1
299 3662 0.1
966 1060 1
2602 413 0.1
3529 3782 1
2124 2428 1
2868 1372 1
2258 3747 1
1182 949 0.2
3587 3014 1
3078 1892 0.2
3098 1353 1
917 2320 0.1
3395 291 1
1227 28 1
2865 2152 1
176 1227 0.333333
467 2647 0.5
1531 2992 1
2386 1948 0.5
1173 1233 0.333333
1241 3494 0.333333
339 3573 0.333333
498 3175 0.1
232 3564 1
2910 1798 0.5
431 1137 1
2280 1604 0.2
1128 3135 1
3042 890 0.5
385 2064 0.5
3412 2467 1
207 2806 0.5
2277 2466 1
8 1860 0.1
1559 978 1
1470 571 0.2
933 2851 0.2
3043 3141 0.5
559 2391 0.333333
2978 2776 1
2837 2395 1
1560 2603 0.2
63 249 0.5
903 257 0.5
1515 1817 1
3088 2449 1
2842 3382 0.2
2525 1794 1
1549 2353 0.2
626 700 0.5
929 2700 0.5
3699 467 1
1690 3485 0.5
1309 3550 0.5
2788 435 0.333333
1453 3523 1
3644 1734 1
1100 3421 0.2
860 1178 1
56 966 1
1190 1896 0.2
1765 1802 0.333333
3266 2654 0.2
1224 170 1
2395 2121 1
1589 3574 0.1
2395 2587 0.5
1953 2849 0.5
3305 3710 1
3217 2928 1
2992 326 0.5
836 1253 0.1
2940 726 0.5
105 1113 0.333333
3776 3508 1
295 466 1
3293 2024 0.5
3394 184 0.5
3123 3489 1
3193 2075 1
3391 437 0.1
1692 1273 0.333333
957 3376 0.5
2877 3481 0.5
3292 2626 0.5
2872 2084 0.5
1396 746 1
1668 3302 1
997 1794 0.1
243 1194 0.1
1580 3747 1
2404 1646 0.5
1527 1766 0.1
538 12 1
3617 3304 1
2618 2384 1
1247 2942 1
1901 817 0.333333
1900 1815 0.333333
1596 1220 0.5
2529 2800 1
106 574 0.333333
1911 2101 1
3300 1801 0.5
2701 787 0.5
1773 2567 0.5
1254 21 0.5
2318 1084 1
2054 2985 0.2
3584 3743 0.2
1677 2479 1
3518 1747 0.5
1537 3658 0.2
1321 2327 0.5
1118 1235 0.5
3382 2171 0.1
3398 3425 1
3402 1112 1
3385 3166 1
1390 2119 1
615 2959 0.2
1803 1846 0.1
3565 3383 1
3635 912 1
37 1192 1
1857 781 0.1
1613 3342 1
1391 2951 0.5
1415 1705 0.333333
3586 3095 0.5
1914 2872 1
2721 883 0.2
644 655 1
2225 3453 0.1
1503 3490 1
1179 1555 1
2187 2330 0.5
2828 3721 0.5
3743 505 0.1
238 298 0.333333
1808 2212 0.5
2544 302 1
1334 946 1
2669 2334 0.5
1123 44 0.5
3724 385 0.5
3314 2573 0.5
1615 770 1
2867 720 1
1193 958 1
938 1929 1
601 680 1
308 1176 1
671 3007 1
3649 337 1
2532 269 1
2131 2745 1
268 568 1
1289 2597 1
2815 2953 0.2
8 98 1
2369 699 1
402 170 1
219 3 0.333333
1532 3653 0.333333
2051 1554 0.333333
1 3685 0.5
2641 161 1
3096 612 1
3433 2589 1
936 1759 1
367 336 0.1
2596 3693 1
3047 3074 0.5
1874 813 1
200 2864 0.1
2589 2028 1
137 876 1
2046 3135 1
1921 1937 1
1795 2873 0.5
929 2403 0.2
762 1206 1
3721 3415 1
2890 658 0.1
1081 859 0.1
826 3448 0.5
463 2747 0.5
2379 1000 1
1113 2921 1
2437 85 0.1
1727 176 0.5
515 939 1
2996 29 1
965 2919 0.333333
2702 207 1
3510 1033 1
1716 658 1
3753 2199 1
1339 3313 1
24 1119 1
745 2846 0.333333
3031 2523 1
1893 1726 0.5
377 1853 1
1636 762 0.5
800 3434 1
1735 1357 0.2
1625 1317 1
2514 1818 0.5
856 1005 0.333333
3077 1750 0.1
1681 151 1
386 2044 0.2
2913 1583 0.2
2890 3219 0.5
119 3181 0.5
498 286 1
1535 1911 0.1
141 3587 0.5
2060 651 1
1305 2890 0.2
2558 778 1
1703 326 0.1
2574 2401 0.5
1505 1498 0.2
360 1617 0.5
2650 1277 1
2504 2812 1
1999 2954 1
358 383 0.1
2677 851 0.2
1278 2571 1
867 482 0.2
1663 3056 0.333333
2365 769 1
2494 291 0.333333
1174 2941 0.5
3094 814 0.5
2295 2814 1
452 2334 1
3053 381 0.5
120 1659 0.333333
1758 2526 0.333333
3722 3351 1
3456 1086 1
1733 3580 1
3744 123 1
3239 2380 0.2
915 882 1
708 1334 1
884 3549 0.5
1911 3669 0.5
1716 1634 0.5
2004 725 1
717 388 0.1
3154 1283 0.1
2089 1234 0.333333
173 3635 1
2027 757 0.2
2901 1465 1
1479 2349 1
1276 3422 0.5
1894 1346 0.1
408 3350 0.333333
2273 3229 1
593 2590 0.2
2493 48 0.2
724 3177 0.5
497 1411 0.5
314 3474 0.5
1465 1161 1
2372 1599 0.333333
2317 2656 1
941 3064 1
2407 1544 1
1306 2137 1
650 837 1
390 724 0.1
2927 383 0.5
2429 698 0.5
2558 2163 1
1243 3698 0.5
2513 2222 1
1336 2326 1
2671 940 0.5
2604 1409 0.333333
1334 2059 0.1
113 1612 1
1230 746 1
2921 2337 0.2
500 1102 1
1357 1508 1
20 3183 1
2178 727 0.5
2768 2560 0.1
272 534 1
3705 1868 0.1
3345 1143 1
2871 1536 1
2781 664 1
3388 326 0.5
1528 1683 0.5
2528 1703 0.1
1958 3043 0.5
3713 1181 0.333333
2616 615 0.1
2090 3482 1
3624 3035 0.333333
2138 1275 1
561 263 0.5
1322 2814 1
3185 3504 1
2763 2240 0.5
1731 3360 1
3544 3280 0.333333
331 1266 1
607 2518 1
2751 1511 1
2246 2812 1
2439 3373 0.5
3296 902 0.333333
3641 294 0.5
1038 2219 0.5
139 3113 0.2
1445 2864 0.2
3094 2357 1
1565 2964 1
3518 1922 0.2
83 3331 0.5
1716 1977 0.5
1936 643 1
2016 491 0.2
131 1530 1
486 831 1
3363 2276 1
1934 1577 0.2
934 3142 1
1614 2867 1
12 2950 1
2061 35 0.2
2014 1972 0.2
2869 3150 0.5
3181 2443 1
1920 2929 0.333333
2933 1661 0.333333
2180 2757 1
2945 2853 0.333333
2044 674 0.2
3065 687 1
3624 1910 0.2
1529 131 1
78 3000 0.5
2073 2389 0.333333
967 3471 1
692 1773 0.5
2693 3115 0.5
1640 1430 1
3729 3474 1
261 2746 1
3537 2577 1
1380 3268 1
1194 2508 1
3321 3743 1
3259 917 1
2334 771 0.5
2231 2626 0.5
1093 473 1
2809 3364 0.1
1406 3626 1
3645 2532 1
208 119 0.5
695 1314 0.333333
3344 842 0.2
3752 308 1
2999 1804 0.1
227 243 0.5
571 1336 1
1506 352 0.333333
2961 920 0.5
1692 772 1
46 980 1
3785 837 1
2446 3344 1
1058 2465 1
588 1671 0.5
3006 1899 0.5
464 1632 0.2
2189 3138 0.5
2648 1468 1
2101 3161 0.5
1132 2369 1
283 1523 0.333333
3702 176 0.2
3333 1235 1
2434 985 0.2
2501 198 1
2812 662 0.2
3621 2014 1
151 31 1
1395 2132 0.5
2574 3265 0.333333
940 2710 1
3098 1781 1
177 483 0.2
558 2917 0.5
1773 788 1
256 3600 1
371 3428 1
1949 3579 0.2
1202 344 1
2778 2918 0.333333
2092 3020 1
2091 1487 1
2266 1664 1
3677 1385 0.2
1441 3158 1
2359 2577 0.2
146 2110 0.1
2902 266 1
1896 630 0.5
3022 2570 0.5
2783 869 0.5
622 2122 1
243 596 0.333333
348 3435 1
2532 1083 1
873 3442 1
3652 2750 0.2
1435 1859 1
1959 2917 1
3666 1309 0.5
2821 299 0.333333
2042 83 0.1
1912 327 1
2608 675 0.2
1735 2369 0.5
2344 2404 1
1737 1425 0.333333
3240 2860 1
379 1026 1
1942 61 0.333333
1444 2883 0.1
1815 294 1
516 1368 0.5
2768 183 0.1
869 1080 0.2
3009 2586 0.2
1005 530 0.5
913 2933 1
2681 2474 1
2736 3578 0.5
1144 1229 0.1
1969 3045 1
3715 2723 0.5
1157 861 1
2229 892 1
1877 108 1
3091 275 0.1
1937 1189 1
2805 3032 0.5
906 1975 0.1
2024 2282 1
1394 458 1
220 3335 0.1
414 3654 1
792 2090 0.5
1412 3129 0.5
825 1589 1
3724 3526 1
1970 1700 1
1853 2606 0.5
2359 0 0.5
3256 556 0.2
2568 777 0.1
3765 1191 0.333333
2030 1983 0.2
1187 2557 1
2570 2545 0.333333
1274 2476 0.5
3283 3609 0.2
739 831 0.5
3126 2352 0.2
208 1815 0.2
704 3545 1
3696 3517 1
3595 1754 0.1
952 2104 1
601 881 0.1
2676 1317 0.1
2809 3763 0.5
1686 3664 1
1494 2997 1
1302 2368 1
1667 3072 0.1
2808 2975 0.1
510 1939 0.1
3151 2054 1
763 2655 1
82 700 0.333333
1877 3509 0.333333
2651 565 1
462 2059 1
3581 3362 0.2
929 1236 0.2
1822 3206 0.333333
764 2879 1
1461 2237 1
3423 2162 0.1
2474 1406 0.2
2005 2445 0.5
1505 1303 0.2
39 928 0.1
1571 716 1
1677 807 0.2
225 2629 0.5
910 2556 0.333333
2696 224 0.1
3582 3647 1
1653 1491 1
1263 2658 1
590 3325 0.5
3436 3365 0.1
756 1143 1
1438 1982 1
2518 2207 1
2174 2279 0.1
1753 1183 0.5
1894 134 0.333333
403 1787 1
319 3051 1
1842 2803 0.5
875 2446 0.333333
3792 2365 1
2793 10 1
2602 1691 0.333333
3364 72 0.5
3727 987 1
3476 2043 1
2241 2447 0.333333
1660 1928 1
3736 3770 1
1552 852 0.1
1895 13 0.1
2543 1969 1
1381 3733 1
1588 3304 1
281 3238 0.5
3113 2083 0.2
2285 531 0.5
2407 1353 1
1787 1297 0.2
3132 2011 0.5
3131 114 1
863 1819 0.1
2399 2362 1
995 3112 1
3456 3394 1
1436 1876 0.5
1459 3323 1
136 1938 0.5
741 2887 1
485 2227 0.1
1081 727 1
853 1590 0.5
2594 197 1
482 1192 0.333333
1674 18 1
1473 616 0.2
2517 2075 0.2
300 1373 0.5
2391 2114 1
2824 1761 1
637 2842 0.5
1520 2858 1
429 1659 1
1700 1304 1
1453 2978 1
807 3614 0.5
1199 1500 0.5
284 1800 0.333333
1306 3353 1
585 2384 0.5
1253 2184 1
2648 3704 0.5
1003 340 1
3347 1202 0.5
2253 2656 0.1
339 2625 0.333333
2834 2987 0.5
3611 3271 0.333333
1968 3739 1
763 3487 1
2157 947 0.5
1763 3596 0.5
3388 806 1
2042 3315 1
2000 1776 1
306 1277 1
2225 319 0.1
1014 137 1
766 1268 1
78 2031 1
936 3351 0.5
186 483 0.5
3139 3033 0.2
1802 1283 1
2505 3283 1
1233 3589 0.333333
2586 1184 1
2296 1360 0.5
2321 2126 1
1455 1366 0.1
283 2303 0.5
3014 2489 1
1754 1835 0.2
463 3637 1
1649 1511 1
818 1906 0.5
426 3655 0.333333
354 2158 0.5
419 3641 0.333333
914 1304 0.333333
2602 749 1
3011 3763 1
947 1725 0.2
1917 1350 1
3332 2999 0.5
3400 2979 1
3264 3405 1
3474 3759 1
1251 3340 1
1155 3416 1
1588 1388 0.5
530 606 1
1962 1553 0.5
1436 2633 1
2871 1334 1
2025 941 1
3086 3367 0.2
2332 3048 0.333333
782 3462 1
2035 3779 1
799 1574 1
3267 2105 0.2
1913 274 1
1446 872 1
1491 2905 1
742 1138 1
2972 3386 1
184 1925 0.5
317 2707 1
3790 111 1
2256 910 1
2110 385 1
2570 1460 1
3746 2069 0.1
2923 3560 0.5
2597 510 0.333333
258 2644 0.1
3403 1990 0.2
2010 1469 0.1
287 629 0.333333
2343 2885 1
1342 365 1
2447 2935 1
2149 2050 0.333333
2724 343 0.5
2411 2940 0.1
3236 2360 1
2816 1970 1
528 3143 0.5
110 3430 0.5
2759 1142 0.333333
3363 2484 1
2676 300 1
2611 2450 0.1
1661 1381 0.5
3433 3792 1
1922 2397 0.5
2217 1420 1
710 1110 1
673 1221 0.1
426 187 1
3065 2712 1
2276 757 1
3585 3368 1
2313 398 0.2
1384 38 1
2557 1960 0.333333
1460 385 0.5
2334 1095 1
2557 930 1
1580 1357 0.1
906 3584 1
2717 2068 0.333333
198 1022 1
128 3335 1
3557 88 0.333333
3191 2645 1
592 3268 1
2367 1809 1
1460 3528 0.1
1774 477 1
599 1384 1
2136 3263 0.5
3592 3461 1
3786 2752 0.5
585 2516 1
1215 1076 0.1
2968 830 1
1313 3198 0.333333
3709 865 0.2
3242 1802 1
2456 2401 1
2299 3700 0.2
3373 3499 1
1675 2654 1
2475 3239 0.2
3362 662 1
3102 3630 0.5
1479 313 0.5
827 229 0.2
3704 2633 0.1
3265 1296 1
2534 2757 1
1273 2337 1
2636 3175 1
2120 1857 0.5
327 588 0.1
2566 3691 0.1
1004 539 1
2640 1367 1
510 1278 0.5
183 3705 0.2
1419 1608 0.5
2562 2881 1
2573 887 0.2
2284 3007 1
604 3335 1
2540 1270 0.1
3476 2274 0.1
932 283 0.5
1572 793 1
1052 976 0.5
990 1557 1
3686 326 1
1133 2900 1
79 553 0.5
882 319 0.2
1435 2860 1
1887 1705 0.5
2040 1800 1
3560 2534 1
1727 3587 0.1
3599 3739 1
2448 3632 1
385 134 1
2165 213 0.1
2321 257 0.1
2019 1693 1
2149 2742 1
760 989 1
2609 756 0.1
1458 1645 0.5
1284 1451 1
1830 3061 1
1864 3446 0.333333
1005 980 1
699 3301 1
3668 689 0.1
1911 2838 0.333333
184 2760 1
1094 1576 0.1
3701 3035 1
1471 3481 1
2981 680 1
3492 2544 1
344 2711 0.5
365 3411 0.5
644 2448 0.333333
1777 3522 1
1860 3706 1
2093 169 1
3083 3033 1
1086 711 0.1
541 2854 0.1
2218 1715 1
3549 2060 0.5
1230 2425 1
1374 2231 0.2
2207 3171 0.5
2086 400 0.333333
933 2493 0.5
518 945 1
3138 2032 1
1653 1735 0.2
11 160 0.5
914 2872 1
735 3264 0.1
3129 7 1
3340 2214 0.5
326 3463 1
3134 3558 0.1
3157 283 0.2
1582 3421 1
3674 443 0.2
196 455 0.1
3064 531 1
3362 1266 1
2292 3557 1
2615 3104 1
1479 2592 1
1580 1934 0.5
3337 460 0.2
1409 1205 0.5
1512 1086 1
2513 1282 1
3674 3508 0.1
2238 3077 1
1111 738 0.1
2108 2516 1
1526 202 0.1
615 944 0.333333
2423 489 0.1
3677 1898 0.333333
765 2572 1
1252 1292 1
1356 335 1
2829 2573 1
937 2846 1
1764 1161 0.2
2741 2688 0.333333
841 2465 1
875 257 1
1369 141 0.5
2231 69 1
3340 483 1
1101 1840 1
1532 38 1
1247 976 0.5
863 2740 0.333333
2995 850 0.5
698 1691 0.1
2301 1728 0.1
599 3098 1
3751 698 1
1889 3200 1
481 3463 0.5
247 1202 0.1
1749 2450 0.5
2304 3313 0.1
3182 1678 0.333333
2956 2376 0.333333
1401 46 0.333333
104 646 1
1904 3559 1
3772 1655 1
2331 2136 1
1054 1546 0.5
654 2457 0.1
391 130 0.333333
2869 3312 1
729 2475 0.5
280 84 0.1
721 188 0.5
468 1254 0.5
74 1234 0.2
2881 2727 1
1566 3782 0.1
615 643 1
2114 1034 0.1
2295 3066 0.5
1200 2957 0.1
805 3237 1
456 165 1
754 3588 0.1
3772 3663 1
860 1913 1
3039 2641 1
2971 3256 1
729 1577 0.5
2410 80 1
3610 442 1
2655 409 0.333333
946 865 1
3219 781 1
2115 3716 1
2245 783 1
1309 29 1
3318 2162 0.2
2176 2053 0.5
393 670 1
1676 3442 0.1
2123 1467 0.1
2014 2413 1
395 1001 0.5
2364 2278 0.1
3365 730 0.5
2486 1202 1
456 727 0.1
1683 2065 0.5
2811 2459 1
226 342 1
1038 1628 1
2259 2804 0.1
3507 3199 0.333333
906 932 0.5
2021 504 0.2
126 2991 1
377 2609 1
3628 3454 1
508 2472 1
1851 2698 0.1
2006 2898 1
3627 1364 1
3031 1079 0.5
1761 1147 0.333333
3607 3169 1
1552 2457 1
700 2835 1
3529 1832 0.1
0 2341 1
2723 3354 1
320 729 1
382 564 0.5
3249 2757 0.5
54 725 0.1
2422 3494 1
663 1254 0.333333
1896 1116 0.1
1107 14 1
3772 15 0.5
486 1900 0.333333
3692 2220 0.1
1372 2603 1
416 1221 0.5
3495 1275 1
3090 3697 1
2061 568 1
3489 1626 0.1
3122 1895 0.1
3749 1874 1
2924 1523 1
822 584 1
3243 1956 1
1597 1534 1
1871 398 1
2870 3488 1
2732 1756 0.2
3011 1453 0.5
3567 3737 0.5
1183 3693 0.2
1769 1986 0.5
463 1970 0.5
1377 1421 0.2
263 3018 1
370 258 0.2
915 2290 1
527 1230 1
706 3403 1
836 3177 1
3698 3523 0.1
11 661 0.1
802 1124 0.5
3015 1663 0.1
1715 1926 1
2788 2297 1
3421 3212 1
2911 2901 1
1203 2770 1
3065 3606 1
1078 3511 1
1946 2685 1
169 3487 0.333333
1201 1872 0.5
1977 3587 1
1979 2582 0.2
2240 1372 0.5
160 491 0.5
3103 856 0.5
1025 129 1
448 369 0.5
440 2316 0.2
255 1647 0.2
356 2848 0.5
2121 195 1
2858 2174 0.5
422 3576 0.5
1199 3736 0.5
247 3046 0.2
2902 3233 0.5
740 3682 0.1
1251 3284 0.1
654 2701 0.5
3544 2219 1
3676 548 0.5
3602 2568 1
1479 2990 0.5
3684 3352 1
2587 3599 1
671 1870 0.5
2676 2610 0.5
420 3023 0.333333
480 3677 0.333333
1350 2591 1
437 1636 0.333333
557 607 1
2013 2086 0.5
2415 1978 1
3599 3727 0.5
2360 3560 1
561 2444 0.5
1607 2026 0.5
2143 2507 1
750 3019 1
1576 3456 0.5
2112 3175 0.5
2261 557 0.1
769 2973 1
2630 1941 0.5
503 508 1
3202 1069 1
88 2676 0.5
835 1027 1
3583 939 0.2
1337 1677 0.2
3681 3789 1
2840 1419 0.333333
3247 1350 1
1839 187 1
3320 3646 0.5
3731 2217 1
2793 2305 1
3044 2302 0.333333
2008 2093 1
3154 2592 0.1
3124 1642 1
3315 3644 0.2
3225 3098 1
2315 306 1
391 2789 0.5
1930 2727 1
3700 890 1
1399 141 1
2242 1311 1
231 3627 0.5
3690 2959 0.5
2514 1643 0.2
1919 1075 0.1
2675 3390 1
2780 2943 0.5
2738 242 0.333333
282 149 0.2
3087 711 1
1447 2953 0.5
223 3185 1
1592 2244 1
3765 966 0.5
1996 2047 0.1
2488 929 1
2449 3709 1
2243 1816 0.2
972 1261 0.2
3546 555 0.2
1630 2002 1
188 2226 1
2373 2980 1
3724 2952 1
2087 317 0.333333
1525 1968 1
560 624 1
2538 2867 1
127 3002 1
1658 1917 0.2
108 2710 0.2
673 2898 0.5
630 1478 0.1
2831 571 1
1368 2658 1
1952 390 0.1
3465 112 1
264 2650 0.2
2673 1939 1
2549 3597 1
2143 3705 1
3740 585 0.1
2931 1215 0.1
1310 3209 0.5
1802 784 1
1774 2736 1
3714 1570 1
1647 1835 0.2
1610 3670 0.5
3736 1588 1
3149 3732 0.333333
1479 2841 0.2
1869 1141 0.5
3737 2451 1
1545 3416 0.1
2011 559 1
2029 3436 0.5
2159 1290 1
1146 2062 1
1234 1168 1
1127 524 1
94 2004 0.5
3439 80 1
3369 2980 0.1
1877 732 0.1
1169 2744 0.5
2359 980 1
1327 3140 0.5
1291 3448 0.5
295 52 0.5
49 341 0.333333
3535 435 0.1
2276 81 1
1320 2613 0.333333
2816 697 0.5
2259 1029 1
2262 3388 0.2
2745 84 0.1
2843 1376 0.333333
1211 833 1
746 882 1
3761 624 0.1
1194 2062 0.2
1663 2544 0.5
2156 730 1
2544 2989 0.5
1045 1458 1
527 3366 1
2310 2416 1
3749 2789 1
3564 2698 1
765 2666 0.333333
2194 68 1
2029 1731 1
683 3049 1
2990 963 0.5
2533 2008 1
834 2535 0.333333
57 1053 1
2773 171 1
2529 3736 1
2329 708 1
1915 2065 0.2
3563 3256 0.1
3124 146 0.1
461 2299 0.5
3742 201 0.333333
57 1035 0.5
577 254 1
1837 2189 1
2931 925 0.333333
2931 2416 0.2
966 538 0.333333
2862 3263 0.5
1858 2595 0.5
110 2218 1
3119 1329 0.5
3505 1386 0.1
2633 1125 1
2815 2962 1
3168 1263 1
1788 401 0.333333
1954 529 1
2510 2553 0.2
2528 3573 1
1855 3683 1
2643 2171 1
3633 1045 1
1027 3679 1
2468 2701 0.5
1468 1238 0.5
1394 3026 0.1
2898 349 1
1147 2859 1
2660 757 0.2
2137 1774 0.2
39 625 0.1
2225 465 0.333333
1167 1492 0.333333
1234 3122 1
3425 3753 1
3087 1354 1
2311 3414 1
2065 768 1
3533 3429 0.333333
989 1773 0.2
1290 975 0.5
2924 2362 1
2649 3529 1
1422 132 1
2896 3558 1
977 2014 1
2084 3487 1
3541 1759 0.2
2388 662 0.333333
1992 813 1
3370 1265 1
743 396 0.1
2373 3046 0.1
865 3630 0.5
2479 2734 0.2
3215 3711 1
1512 1165 0.5
2385 75 1
233 2463 0.5
673 3617 1
2886 2356 0.2
1443 3099 0.1
2362 1680 1
2180 1707 0.1
2131 3348 1
1846 2770 0.5
1900 3444 0.2
2486 2036 1
3155 1431 0.2
694 2104 1
2000 359 1
1617 1802 1
792 3327 0.333333
2175 1714 1
440 52 1
3557 1061 0.2
2799 2961 1
2368 816 0.5
2012 178 1
3281 34 0.1
581 2035 0.5
237 2814 0.1
2155 2768 1
1122 1150 0.2
2634 752 0.333333
2863 516 1
1231 2477 1
88 1052 1
143 3064 1
1630 1714 0.2
590 2295 1
3702 1695 1
193 57 1
11 342 1
706 2138 0.2
615 1209 1
747 1602 1
47 1691 0.333333
2280 996 0.2
898 1788 0.2
2506 1540 1
2356 1450 1
1227 1643 0.5
2866 1655 1
1024 1523 0.5
3728 2138 1
2317 2047 0.333333
3383 1256 0.333333
1709 3536 0.1
2262 641 1
3691 2310 1
3622 873 0.5
1456 2101 1
1464 336 0.2
1814 1361 0.2
1347 458 0.333333
414 2775 0.333333
1083 2365 1
3443 3237 0.1
2168 1706 0.2
1844 766 1
106 595 0.1
2772 1213 0.5
3289 2677 0.2
3785 698 1
2849 1208 0.5
2375 784 1
155 1867 1
2984 679 1
1763 2847 1
346 899 1
1238 167 1
2166 2939 1
1402 1598 0.2
975 1590 1
232 3602 1
786 1346 0.2
3276 1502 1
3501 3648 1
3170 1619 1
3707 1127 1
379 1527 1
2278 3694 0.5
759 1303 0.5
1079 1440 0.5
1260 1673 0.5
2649 1621 1
191 266 0.5
3393 3768 1
3481 2307 1
1786 1384 1
3106 1763 1
1639 3203 0.5
2273 3124 1
712 411 1
3696 1671 0.1
1859 3483 0.333333
2206 3674 1
2379 2437 0.5
3245 2125 1
1100 3073 1
81 2387 0.5
3545 3188 0.2
3117 1668 0.5
3155 1542 1
840 607 1
3153 2466 0.1
3294 41 1
3701 1582 0.1
3246 1035 1
467 1297 0.5
2865 1378 1
1557 293 0.2
3453 3410 1
888 2772 0.2
850 2774 0.5
2484 2134 1
2970 797 1
2500 3661 0.1
673 3114 1
972 2743 1
2669 1815 0.5
2959 3372 1
1807 2195 1
2322 3083 0.333333
587 3095 0.333333
1576 1787 0.2
1238 126 1
104 2626 0.333333
1391 3300 1
2036 3434 1
1024 2310 1
3507 639 0.2
2490 2446 0.1
1090 975 0.2
787 724 1
3259 2300 1
3234 3539 0.5
213 3643 0.333333
854 403 1
3770 1602 1
1006 2626 1
56 1502 0.5
1641 199 1
1628 1289 1
905 1239 0.5
2440 705 0.2
1130 146 1
2902 359 1
3508 375 1
2782 3308 0.333333
860 521 1
1249 577 0.333333
1438 2219 0.2
3236 54 0.5
3054 122 0.2
2758 1724 0.2
132 2016 0.333333
207 1126 1
3088 841 1
2579 2785 0.5
2834 3646 0.333333
1922 264 0.5
1674 864 1
2463 307 0.5
2865 2523 1
714 651 1
3060 3738 0.333333
922 153 1
2936 3241 0.5
1532 1189 1
3437 230 1
1231 2152 0.1
3396 33 0.5
3149 1658 1
2957 3685 1
2886 606 1
747 2829 1
3579 3751 1
3744 2894 0.333333
119 3588 1
2234 2394 1
410 3626 0.333333
1804 2391 1
270 910 0.1
1999 74 0.5
2458 2960 0.1
3568 2869 0.333333
3785 2655 1
363 1768 1
3136 1049 0.2
3306 3284 1
3705 2856 1
2464 867 0.2
417 1138 1
2984 3137 1
1650 964 1
922 3694 0.333333
2186 3686 0.5
3407 3211 0.1
2892 2555 1
1334 1230 1
2170 1142 1
2840 2768 0.333333
432 3186 1
3565 1539 1
2141 3189 0.5
3677 3273 0.333333
497 1666 1
2928 443 0.1
3334 2497 0.5
158 38 0.5
3222 2208 0.1
1555 417 0.1
756 11 0.2
257 2738 1
2895 1086 1
1866 133 1
738 630 1
2459 3558 0.1
3598 2261 1
1823 1582 1
2116 1011 1
2713 1728 0.5
2286 2485 1
1252 2742 0.333333
919 1007 1
2937 2035 1
1481 2774 0.5
853 602 1
3623 407 0.333333
2142 2230 0.5
3654 3508 1
3581 2428 1
3088 922 1
1769 1336 1
233 1418 1
2738 562 1
1584 1205 1
222 1220 1
2418 1050 0.5
2245 3192 0.5
2816 3053 0.5
605 2004 1
123 1299 0.5
2125 2230 0.5
2239 2463 1
2522 571 0.5
1048 2155 0.2
1509 1539 1
3411 3119 0.5
250 734 1
3113 3550 1
1897 363 1
2272 486 0.333333
2731 1773 0.1
734 220 1
154 1904 0.333333
137 2114 1
488 3624 0.333333
2897 2404 1
1725 2654 1
3746 1974 1
397 3034 0.5
2844 675 1
1960 3407 1
3307 348 0.5
3324 3457 1
3074 3595 0.333333
348 290 1
2954 2349 1
1093 281 1
2922 3190 1
715 2749 0.333333
2664 1800 0.5
468 3761 1
45 3275 0.333333
2798 1968 0.5
2824 1249 1
2009 1597 1
3143 758 1
3725 1013 0.5
3169 142 0.5
3750 857 0.333333
2733 2683 1
2392 2313 1
1665 2359 0.5
448 526 0.5
2689 3350 1
938 728 0.5
1595 78 1
1645 2966 1
301 1504 0.5
2147 623 0.2
2111 3357 0.5
83 1956 0.1
977 3622 1
516 3232 0.1
2022 2128 1
147 2229 0.5
3661 31 0.5
3303 838 1
3120 302 1
3079 1611 1
3058 3723 1
1928 2968 0.5
3111 3107 0.5
1184 2785 1
621 1015 1
1732 324 1
3571 192 1
20 2657 0.1
273 1984 0.333333
1193 433 1
2736 3491 0.5
50 788 1
2275 3061 1
3492 452 1
355 235 0.2
2301 1967 0.5
2684 908 0.2
3097 928 0.333333
3511 364 0.5
434 1557 1
2762 3455 1
1226 2667 0.5
983 1149 0.2
892 10 1
2748 3320 1
989 1829 1
3346 720 0.2
1265 2979 1
1842 2698 1
3565 3132 0.5
1090 2101 0.5
1268 2490 0.2
2235 3473 0.2
2471 3527 1
3159 1644 0.333333
3244 2633 0.2
666 2187 1
2789 3452 1
2048 663 0.2
832 435 0.1
336 687 1
3294 1956 0.5
1334 398 0.2
3478 2869 1
1001 1397 0.1
1845 11 1
2842 677 0.1
766 3467 1
1670 884 0.5
640 1716 1
2743 1214 1
2317 716 1
3542 1212 0.333333
655 59 0.2
456 1060 0.5
1902 2068 0.333333
2189 1117 1
31 1046 0.1
1326 2716 0.333333
1609 2518 1
2327 631 1
3732 2110 1
2463 1859 0.2
754 1676 0.1
1914 2133 0.5
3634 242 0.333333
1572 2431 1
3143 1625 0.1
594 2113 0.333333
1885 3722 1
1099 2256 1
1527 2196 0.2
1834 28 0.2
3352 782 1
1137 2696 1
2937 1700 0.5
2174 3272 1
1690 1784 1
2253 1541 1
900 3426 0.5
2066 732 1
70 1421 0.333333
184 3255 0.333333
2158 1977 0.2
